	Ano	CasaID	ID_partida	PlacarCasa	PlacarVisitante	Resultado	Rodada	VisitanteID	abrev_clube_casa	abrev_clube_fora
2870	2014	285	180242	2.0	1.0	Casa	36	282	INT	CAM
2874	2015	285	190158	1.0	3.0	Visitante	11	282	INT	CAM
2878	2016	285	201341	2.0	0.0	Casa	8	282	INT	CAM
2882	2014	288	180032	3.0	1.0	Casa	26	282	CRI	CAM
2884	2014	315	180046	1.0	1.0	Empate	10	282	CHA	CAM
2888	2015	315	190242	2.0	1.0	Casa	19	282	CHA	CAM
2892	2016	315	201605				38	282	CHA	CAM
2896	2017	315	211428	0.0	1.0		10	282	CHA	CAM
2900	2014	263	180141	0.0	0.0	Empate	38	282	BOT	CAM
2904	2016	263	201487	3.0	2.0	Casa	31	282	BOT	CAM
2908	2017	263	211469	1.0	1.0		12	282	BOT	CAM
2914	2014	292	180054	2.0	1.0	Casa	12	282	SPT	CAM
2918	2015	292	190362	4.0	1.0	Casa	31	282	SPT	CAM
2922	2016	292	201309	4.0	4.0	Empate	6	282	SPT	CAM
2926	2017	292	211365	1.0	1.0		28	282	SPT	CAM
2928	2014	264	179899	1.0	0.0	Casa	20	282	COR	CAM
2932	2015	264	190184	1.0	0.0	Casa	14	282	COR	CAM
2936	2016	264	201446	0.0	0.0	Empate	29	282	COR	CAM
2940	2017	264	211212	2.0	2.0		37	282	COR	CAM
2944	2014	275	180213	0.0	2.0	Visitante	33	282	PAL	CAM
2948	2015	275	190054	2.0	2.0	Empate	1	282	PAL	CAM
2952	2016	275	201580	0.0	1.0	Visitante	16	282	PAL	CAM
2956	2017	275	211311	0.0	0.0		4	282	PAL	CAM
2960	2014	294	180142	0.0	0.0	Empate	18	282	CFC	CAM
2964	2015	294	190341	0.0	3.0	Visitante	29	282	CFC	CAM
2968	2016	294	201562	2.0	0.0	Casa	34	282	CFC	CAM
2972	2017	294	211574	0.0	2.0		17	282	CFC	CAM
2976	2014	283	179968	2.0	3.0	Visitante	23	282	CRU	CAM
2980	2015	283	190299	1.0	1.0	Empate	25	282	CRU	CAM
2984	2016	283	201397	1.0	1.0	Empate	26	282	CRU	CAM
2988	2017	283	211323	1.0	3.0		30	282	CRU	CAM
2992	2014	287	179958	2.0	3.0	Visitante	6	282	VIT	CAM
2996	2016	287	201256	1.0	1.0	Empate	4	282	VIT	CAM
3000	2017	287	211356	2.0	0.0		6	282	VIT	CAM
3004	2014	284	179889	2.0	1.0	Casa	2	282	GRE	CAM
3008	2015	284	190418	2.0	1.0	Casa	37	282	GRE	CAM
3012	2016	284	201312	1.0	1.0	Empate	22	282	GRE	CAM
3016	2017	284	211535	2.0	0.0		19	282	GRE	CAM
3020	2014	316	180108	2.0	2.0	Empate	15	282	FIG	CAM
3024	2015	316	190391	0.0	1.0	Visitante	34	282	FIG	CAM
3028	2016	316	201445	1.0	1.0	Empate	13	282	FIG	CAM
3032	2014	290	179957	2.0	3.0	Visitante	22	282	GOI	CAM
3034	2015	290	190221	0.0	0.0	Empate	17	282	GOI	CAM
3036	2015	267	190277	1.0	2.0	Visitante	23	282	VAS	CAM
3038	2017	267	211230	1.0	1.0		35	282	VAS	CAM
3040	2015	314	190099	1.0	4.0	Visitante	5	282	AVA	CAM
3042	2017	314	211458	1.0	1.0		24	282	AVA	CAM
3044	2015	303	190176	0.0	2.0	Visitante	13	282	PON	CAM
3048	2016	303	201440	1.0	2.0	Visitante	28	282	PON	CAM
3052	2017	303	211487	1.0	2.0		22	282	PON	CAM
3056	2015	317	190333	2.0	2.0	Empate	28	282	JEC	CAM
3058	2016	327	201402	0.0	1.0	Visitante	11	282	AME	CAM
3060	2016	344	201587	3.0	3.0	Empate	36	282	SCZ	CAM
3062	2017	373	211517	1.0	2.0		14	282	ACG	CAM
3064	2014	262	180161	0.0	1.0	Visitante	19	284	FLA	GRE
3068	2015	262	190187	1.0	0.0	Casa	14	284	FLA	GRE
3072	2016	262	201287	2.0	1.0	Casa	21	284	FLA	GRE
3076	2017	262	211490	0.0	1.0		13	284	FLA	GRE
3080	2014	266	179975	0.0	0.0	Empate	24	284	FLU	GRE
3084	2015	266	190205	1.0	0.0	Casa	16	284	FLU	GRE
3088	2016	266	201313	1.0	1.0	Empate	7	284	FLU	GRE
3092	2017	266	211379	0.0	2.0		7	284	FLU	GRE
3096	2014	276	179976	1.0	0.0	Casa	7	284	SAO	GRE
3100	2015	276	190103	2.0	0.0	Casa	6	284	SAO	GRE
3104	2016	276	201569	1.0	1.0	Empate	35	284	SAO	GRE
3108	2017	276	211562	1.0	1.0		16	284	SAO	GRE
3112	2014	277	179897	0.0	0.0	Empate	3	284	SAN	GRE
3116	2015	277	190155	1.0	3.0	Visitante	11	284	SAN	GRE
3120	2016	277	201492	1.0	1.0	Empate	31	284	SAN	GRE
3124	2017	277	211221	1.0	0.0		36	284	SAN	GRE
3128	2014	293	179876	1.0	0.0	Casa	1	284	CAP	GRE
3132	2015	293	190311	1.0	2.0	Visitante	26	284	CAP	GRE
3136	2016	293	201396	2.0	0.0	Casa	11	284	CAP	GRE
3140	2017	293	211274	0.0	2.0		2	284	CAP	GRE
3144	2014	282	179929	0.0	0.0	Empate	21	284	CAM	GRE
3148	2015	282	190228	0.0	2.0	Visitante	18	284	CAM	GRE
3152	2016	282	201250	0.0	3.0	Visitante	3	284	CAM	GRE
3156	2017	282	211203	4.0	3.0		38	284	CAM	GRE
3160	2014	265	180182	1.0	0.0	Casa	37	284	BAH	GRE
3162	2017	265	211436	1.0	0.0		25	284	BAH	GRE
3164	2014	285	180091	2.0	0.0	Casa	14	284	INT	GRE
3168	2015	285	190408	1.0	0.0	Casa	36	284	INT	GRE
3172	2016	285	201437	0.0	1.0	Visitante	13	284	INT	GRE
3176	2014	288	180203	0.0	3.0	Visitante	34	284	CRI	GRE
3178	2014	315	179925	1.0	2.0	Visitante	4	284	CHA	GRE
3182	2015	315	190173	1.0	0.0	Casa	12	284	CHA	GRE
3186	2016	315	201345	3.0	3.0	Empate	8	284	CHA	GRE
3190	2017	315	211338	3.0	6.0		5	284	CHA	GRE
3194	2014	263	179992	0.0	2.0	Visitante	25	284	BOT	GRE
3198	2016	263	201523	2.0	1.0	Casa	19	284	BOT	GRE
3202	2017	263	211519	1.0	0.0		20	284	BOT	GRE
3208	2014	292	179997	0.0	0.0	Empate	8	284	SPT	GRE
3212	2015	292	190392	1.0	0.0	Casa	34	284	SPT	GRE
3216	2016	292	201480	4.0	2.0	Casa	15	284	SPT	GRE
3220	2017	292	211295	4.0	3.0		3	284	SPT	GRE
3222	2014	264	180231	1.0	0.0	Casa	36	284	COR	GRE
3226	2015	264	190284	1.0	1.0	Empate	24	284	COR	GRE
3230	2016	264	201228	0.0	0.0	Empate	1	284	COR	GRE
3234	2017	264	211342	0.0	0.0		29	284	COR	GRE
3238	2014	275	180101	2.0	1.0	Casa	28	284	PAL	GRE
3242	2015	275	190315	3.0	2.0	Casa	27	284	PAL	GRE
3246	2016	275	201269	4.0	3.0	Casa	5	284	PAL	GRE
3250	2017	275	211441	1.0	0.0		11	284	PAL	GRE
3254	2014	294	180150	1.0	1.0	Empate	31	284	CFC	GRE
3258	2015	294	190070	2.0	0.0	Casa	2	284	CFC	GRE
3262	2016	294	201333	4.0	0.0	Casa	23	284	CFC	GRE
3266	2017	294	211364	0.0	1.0		28	284	CFC	GRE
3270	2014	283	180119	1.0	0.0	Casa	16	284	CRU	GRE
3274	2015	283	190339	0.0	0.0	Empate	29	284	CRU	GRE
3278	2016	283	201433	1.0	0.0	Casa	28	284	CRU	GRE
3282	2017	283	211393	3.0	3.0		8	284	CRU	GRE
3286	2014	287	180074	2.0	1.0	Casa	13	284	VIT	GRE
3290	2016	287	201442	0.0	1.0	Visitante	29	284	VIT	GRE
3294	2017	287	211546	1.0	3.0		15	284	VIT	GRE
3298	2014	316	180051	0.0	1.0	Visitante	11	284	FIG	GRE
3302	2015	316	190270	0.0	2.0	Visitante	22	284	FIG	GRE
3306	2016	316	201549	0.0	0.0	Empate	33	284	FIG	GRE
3310	2014	290	180254	0.0	0.0	Empate	29	284	GOI	GRE
3312	2015	290	190091	1.0	1.0	Empate	4	284	GOI	GRE
3314	2015	267	190367	0.0	0.0	Empate	32	284	VAS	GRE
3316	2017	267	211460	1.0	0.0		23	284	VAS	GRE
3318	2015	314	190140	1.0	2.0	Visitante	9	284	AVA	GRE
3320	2017	314	211308	2.0	2.0		31	284	AVA	GRE
3322	2015	303	190245	0.0	0.0	Empate	20	284	PON	GRE
3326	2016	303	201381	3.0	0.0	Casa	25	284	PON	GRE
3330	2017	303	211267	0.0	1.0		33	284	PON	GRE
3334	2015	317	191150	0.0	2.0	Visitante	38	284	JEC	GRE
3336	2016	327	201518	0.0	0.0	Empate	17	284	AME	GRE
3338	2016	344	201597	5.0	1.0	Casa	37	284	SCZ	GRE
3340	2017	373	211557	0.0	1.0		18	284	ACG	GRE
3342	2014	262	180166	4.0	0.0	Casa	37	287	FLA	VIT
3346	2016	262	201267	1.0	0.0	Casa	5	287	FLA	VIT
3350	2017	262	211530	0.0	2.0		19	287	FLA	VIT
3354	2014	266	179894	1.0	2.0	Visitante	3	287	FLU	VIT
3358	2016	266	201535	2.0	2.0	Empate	33	287	FLU	VIT
3362	2017	266	211309	2.0	1.0		4	287	FLU	VIT
3366	2014	276	180085	3.0	1.0	Casa	14	287	SAO	VIT
3370	2016	276	201335	2.0	0.0	Casa	8	287	SAO	VIT
3374	2017	276	211332	2.0	0.0		5	287	SAO	VIT
3378	2014	277	180168	3.0	1.0	Casa	19	287	SAN	VIT
3382	2016	277	201570	3.0	2.0	Casa	35	287	SAN	VIT
3386	2017	277	211361	2.0	2.0		28	287	SAN	VIT
3390	2014	293	179926	2.0	0.0	Casa	21	287	CAP	VIT
3394	2016	293	201475	1.0	1.0	Empate	15	287	CAP	VIT
3398	2017	293	211424	4.0	1.0		10	287	CAP	VIT
3402	2014	282	180003	2.0	0.0	Casa	25	287	CAM	VIT
3406	2016	282	201330	2.0	1.0	Casa	23	287	CAM	VIT
3410	2017	282	211433	1.0	3.0		25	287	CAM	VIT
3414	2014	265	179920	1.0	1.0	Empate	4	287	BAH	VIT
3416	2017	265	211326	2.0	1.0		30	287	BAH	VIT
3418	2014	285	179879	1.0	0.0	Casa	1	287	INT	VIT
3422	2016	285	201374	0.0	1.0	Visitante	25	287	INT	VIT
3426	2014	288	180062	1.0	3.0	Visitante	12	287	CRI	VIT
3428	2014	315	180204	0.0	1.0	Visitante	34	287	CHA	VIT
3432	2016	315	201439	1.0	4.0	Visitante	28	287	CHA	VIT
3436	2017	315	211238	2.0	1.0		35	287	CHA	VIT
3440	2014	263	179965	1.0	1.0	Empate	7	287	BOT	VIT
3444	2016	263	201311	1.0	1.0	Empate	7	287	BOT	VIT
3448	2017	263	211409	2.0	3.0		26	287	BOT	VIT
3454	2014	292	180095	1.0	2.0	Visitante	28	287	SPT	VIT
3458	2016	292	201508	1.0	0.0	Casa	31	287	SPT	VIT
3462	2017	292	211395	1.0	3.0		8	287	SPT	VIT
3464	2014	264	180229	2.0	1.0	Casa	30	287	COR	VIT
3468	2016	264	201288	2.0	1.0	Casa	21	287	COR	VIT
3472	2017	264	211502	0.0	1.0		21	287	COR	VIT
3476	2014	275	179978	2.0	0.0	Casa	24	287	PAL	VIT
3480	2016	275	201545	2.0	1.0	Casa	19	287	PAL	VIT
3484	2017	275	211511	4.0	2.0		14	287	PAL	VIT
3488	2014	294	180118	2.0	0.0	Casa	16	287	CFC	VIT
3492	2016	294	201594	0.0	1.0	Visitante	37	287	CFC	VIT
3496	2017	294	211484	0.0	1.0		22	287	CFC	VIT
3500	2014	283	180038	3.0	1.0	Casa	10	287	CRU	VIT
3504	2016	283	201435	2.0	2.0	Empate	13	287	CRU	VIT
3508	2017	283	211573	0.0	0.0		17	287	CRU	VIT
3512	2014	284	180210	1.0	0.0	Casa	32	287	GRE	VIT
3516	2016	284	201379	1.0	2.0	Visitante	10	287	GRE	VIT
3520	2017	284	211255	1.0	1.0		34	287	GRE	VIT
3524	2014	316	180243	2.0	0.0	Casa	36	287	FIG	VIT
3528	2016	316	201517	1.0	0.0	Casa	17	287	FIG	VIT
3532	2014	290	180012	0.0	0.0	Empate	8	287	GOI	VIT
3534	2017	267	211280	1.0	1.0		32	287	VAS	VIT
3536	2017	314	211248	0.0	0.0		1	287	AVA	VIT
3538	2016	303	201485	2.0	0.0	Casa	30	287	PON	VIT
3542	2017	303	211217	2.0	3.0		37	287	PON	VIT
3546	2016	327	201254	1.0	1.0	Empate	3	287	AME	VIT
3548	2016	344	201235	4.0	1.0	Casa	1	287	SCZ	VIT
3550	2017	373	211477	1.0	2.0		12	287	ACG	VIT
3552	2014	262	180180	3.0	0.0	Casa	32	315	FLA	CHA
3556	2015	262	190106	1.0	0.0	Casa	6	315	FLA	CHA
3560	2016	262	201247	2.0	2.0	Empate	3	315	FLA	CHA
3564	2017	262	211400	5.0	1.0		9	315	FLA	CHA
3568	2014	266	180188	1.0	4.0	Visitante	35	315	FLU	CHA
3572	2015	266	190386	2.0	3.0	Visitante	34	315	FLU	CHA
3576	2016	266	201363	1.0	2.0	Visitante	25	315	FLU	CHA
3580	2017	266	211439	3.0	3.0		11	315	FLU	CHA
3584	2014	276	180043	0.0	1.0	Visitante	11	315	SAO	CHA
3588	2015	276	190304	0.0	0.0	Empate	26	315	SAO	CHA
3592	2016	276	201507	2.0	2.0	Empate	17	315	SAO	CHA
3596	2017	276	211262	2.0	2.0		33	315	SAO	CHA
3600	2014	277	180056	3.0	0.0	Casa	12	315	SAN	CHA
3604	2015	277	190265	3.0	1.0	Casa	22	315	SAN	CHA
3608	2016	277	201434	3.0	0.0	Casa	13	315	SAN	CHA
3612	2017	277	211541	1.0	0.0		15	315	SAN	CHA
3616	2014	293	179936	1.0	1.0	Empate	5	315	CAP	CHA
3620	2015	293	190436	1.0	0.0	Casa	14	315	CAP	CHA
3624	2016	293	201465	3.0	1.0	Casa	29	315	CAP	CHA
3628	2017	293	211304	0.0	0.0		31	315	CAP	CHA
3632	2014	282	180250	1.0	0.0	Casa	29	315	CAM	CHA
3636	2015	282	190429	3.0	0.0	Casa	38	315	CAM	CHA
3640	2016	282	201546	3.0	1.0	Casa	19	315	CAM	CHA
3644	2017	282	211343	2.0	3.0		29	315	CAM	CHA
3648	2014	265	180109	0.0	1.0	Visitante	28	315	BAH	CHA
3650	2017	265	211216	0.0	1.0		37	315	BAH	CHA
3652	2014	285	180008	2.0	0.0	Casa	8	315	INT	CHA
3656	2015	285	190207	0.0	0.0	Empate	16	315	INT	CHA
3660	2016	285	201230	0.0	0.0	Empate	1	315	INT	CHA
3664	2014	288	179961	1.0	0.0	Casa	6	315	CRI	CHA
3666	2014	263	180125	1.0	0.0	Casa	17	315	BOT	CHA
3670	2016	263	201567	0.0	2.0	Visitante	35	315	BOT	CHA
3674	2017	263	211369	2.0	1.0		27	315	BOT	CHA
3680	2014	292	179883	2.0	1.0	Casa	2	315	SPT	CHA
3684	2015	292	190332	3.0	0.0	Casa	28	315	SPT	CHA
3688	2016	292	201400	5.0	1.0	Casa	11	315	SPT	CHA
3692	2017	292	211495	3.0	0.0		13	315	SPT	CHA
3694	2014	264	179941	1.0	1.0	Empate	22	315	COR	CHA
3698	2015	264	190063	1.0	0.0	Casa	2	315	COR	CHA
3702	2016	264	201538	1.0	1.0	Empate	33	315	COR	CHA
3706	2017	264	211242	1.0	1.0		1	315	COR	CHA
3710	2014	275	180019	4.0	2.0	Casa	26	315	PAL	CHA
3714	2015	275	190145	2.0	0.0	Casa	10	315	PAL	CHA
3718	2016	275	201591	1.0	0.0	Casa	37	315	PAL	CHA
3722	2017	275	211501	0.0	2.0		21	315	PAL	CHA
3726	2014	294	179902	3.0	0.0	Casa	20	315	CFC	CHA
3730	2015	294	190251	1.0	0.0	Casa	20	315	CFC	CHA
3734	2016	294	201272	3.0	4.0	Visitante	5	315	CFC	CHA
3738	2017	294	211534	2.0	0.0		19	315	CFC	CHA
3742	2014	283	180143	4.0	2.0	Casa	18	315	CRU	CHA
3746	2015	283	190128	0.0	1.0	Visitante	8	315	CRU	CHA
3750	2016	283	201494	0.0	0.0	Empate	31	315	CRU	CHA
3754	2017	283	211313	0.0	2.0		4	315	CRU	CHA
3758	2014	287	180105	0.0	0.0	Empate	15	315	VIT	CHA
3762	2016	287	201352	1.0	2.0	Visitante	9	315	VIT	CHA
3766	2017	287	211566	1.0	2.0		16	315	VIT	CHA
3770	2014	284	179970	1.0	0.0	Casa	23	315	GRE	CHA
3774	2015	284	190358	2.0	3.0	Visitante	31	315	GRE	CHA
3778	2016	284	201421	1.0	0.0	Casa	27	315	GRE	CHA
3782	2017	284	211455	0.0	1.0		24	315	GRE	CHA
3786	2014	316	180223	1.0	0.0	Casa	33	315	FIG	CHA
3790	2015	316	190410	0.0	0.0	Empate	36	315	FIG	CHA
3794	2016	316	201477	1.0	1.0	Empate	15	315	FIG	CHA
3798	2014	290	180163	4.0	2.0	Casa	38	315	GOI	CHA
3800	2015	290	190231	0.0	0.0	Empate	18	315	GOI	CHA
3802	2015	267	190347	1.0	1.0	Empate	30	315	VAS	CHA
3804	2017	267	211410	1.0	1.0		26	315	VAS	CHA
3806	2015	314	190180	2.0	1.0	Casa	13	315	AVA	CHA
3808	2017	314	211488	1.0	0.0		22	315	AVA	CHA
3810	2015	303	190085	3.0	1.0	Casa	4	315	PON	CHA
3814	2016	303	201326	2.0	1.0	Casa	7	315	PON	CHA
3818	2017	303	211357	3.0	2.0		6	315	PON	CHA
3822	2015	317	190293	0.0	0.0	Empate	24	315	JEC	CHA
3824	2016	327	201294	1.0	2.0	Visitante	21	315	AME	CHA
3826	2016	344	201337	2.0	2.0	Empate	23	315	SCZ	CHA
3828	2017	373	211227	1.0	1.0		36	315	ACG	CHA
3830	2014	262	180185	3.0	2.0	Casa	34	294	FLA	CFC
3834	2015	262	190307	0.0	2.0	Visitante	26	294	FLA	CFC
3838	2016	262	201578	2.0	2.0	Empate	36	294	FLA	CFC
3842	2017	262	211560	2.0	1.0		16	294	FLA	CFC
3846	2014	266	180083	1.0	1.0	Empate	14	294	FLU	CFC
3850	2015	266	190095	2.0	0.0	Casa	5	294	FLU	CFC
3854	2016	266	201431	0.0	0.0	Empate	13	294	FLU	CFC
3858	2017	266	211259	2.0	2.0		33	294	FLU	CFC
3862	2014	276	179896	2.0	2.0	Empate	3	294	SAO	CFC
3866	2015	276	190174	3.0	1.0	Casa	13	294	SAO	CFC
3870	2016	276	201305	0.0	0.0	Empate	22	294	SAO	CFC
3874	2017	276	211552	1.0	2.0		18	294	SAO	CFC
3878	2014	277	179924	2.0	1.0	Casa	21	294	SAN	CFC
3882	2015	277	190214	3.0	0.0	Casa	17	294	SAN	CFC
3886	2016	277	201239	2.0	1.0	Casa	2	294	SAN	CFC
3890	2017	277	211271	1.0	0.0		2	294	SAN	CFC
3894	2014	293	179981	2.0	0.0	Casa	7	294	CAP	CFC
3898	2015	293	190130	2.0	2.0	Empate	8	294	CAP	CFC
3902	2016	293	201501	2.0	0.0	Casa	31	294	CAP	CFC
3906	2017	293	211464	1.0	1.0		23	294	CAP	CFC
3910	2014	282	180181	1.0	2.0	Visitante	37	294	CAM	CFC
3914	2015	282	190149	2.0	0.0	Casa	10	294	CAM	CFC
3918	2016	282	201473	2.0	1.0	Casa	15	294	CAM	CFC
3922	2017	282	211223	3.0	0.0		36	294	CAM	CFC
3926	2014	265	180172	0.0	0.0	Empate	19	294	BAH	CFC
3928	2017	265	211416	1.0	1.0		26	294	BAH	CFC
3930	2014	285	180007	4.0	2.0	Casa	25	294	INT	CFC
3934	2015	285	190107	2.0	0.0	Casa	6	294	INT	CFC
3938	2016	285	201455	1.0	0.0	Casa	29	294	INT	CFC
3942	2014	288	180010	1.0	0.0	Casa	8	294	CRI	CFC
3944	2014	315	179881	0.0	0.0	Empate	1	294	CHA	CFC
3948	2015	315	190062	2.0	1.0	Casa	1	294	CHA	CFC
3952	2016	315	201355	1.0	0.0	Casa	24	294	CHA	CFC
3956	2017	315	211208	2.0	1.0		38	294	CHA	CFC
3960	2014	263	180040	1.0	0.0	Casa	11	294	BOT	CFC
3964	2016	263	201533	0.0	0.0	Empate	33	294	BOT	CFC
3968	2017	263	211349	2.0	2.0		6	294	BOT	CFC
3974	2014	292	179962	1.0	0.0	Casa	23	294	SPT	CFC
3978	2015	292	190081	1.0	0.0	Casa	3	294	SPT	CFC
3982	2016	292	201408	0.0	1.0	Visitante	26	294	SPT	CFC
3986	2017	292	211305	3.0	4.0		31	294	SPT	CFC
3988	2014	264	180189	2.0	2.0	Empate	32	294	COR	CFC
3992	2015	264	190384	2.0	1.0	Casa	34	294	COR	CFC
3996	2016	264	201298	2.0	1.0	Casa	6	294	COR	CFC
4000	2017	264	211372	3.0	1.0		27	294	COR	CFC
4004	2014	275	180128	1.0	0.0	Casa	17	294	PAL	CFC
4008	2015	275	190415	0.0	2.0	Visitante	37	294	PAL	CFC
4012	2016	275	201417	2.0	1.0	Casa	27	294	PAL	CFC
4016	2017	275	211451	1.0	0.0		24	294	PAL	CFC
4020	2014	283	179937	3.0	2.0	Casa	5	294	CRU	CFC
4024	2015	283	190329	2.0	0.0	Casa	28	294	CRU	CFC
4028	2016	283	203411	2.0	2.0	Empate	20	294	CRU	CFC
4032	2017	283	211423	2.0	0.0		10	294	CRU	CFC
4036	2014	287	180208	1.0	1.0	Empate	35	294	VIT	CFC
4040	2016	287	201522	3.0	1.0	Casa	18	294	VIT	CFC
4044	2017	287	211296	0.0	1.0		3	294	VIT	CFC
4048	2014	284	180061	2.0	3.0	Visitante	12	294	GRE	CFC
4052	2015	284	190258	0.0	0.0	Empate	21	294	GRE	CFC
4056	2016	284	201261	2.0	0.0	Casa	4	294	GRE	CFC
4060	2017	284	211405	2.0	0.0		9	294	GRE	CFC
4064	2014	316	180253	4.0	0.0	Casa	29	294	FIG	CFC
4068	2015	316	190190	0.0	0.0	Empate	14	294	FIG	CFC
4072	2016	316	201399	0.0	0.0	Empate	11	294	FIG	CFC
4076	2014	290	180113	3.0	0.0	Casa	28	294	GOI	CFC
4078	2015	290	190402	1.0	3.0	Visitante	35	294	GOI	CFC
4080	2015	267	190236	0.0	1.0	Visitante	19	294	VAS	CFC
4082	2017	267	211320	1.0	1.0		30	294	VAS	CFC
4084	2015	314	190280	0.0	2.0	Visitante	23	294	AVA	CFC
4086	2017	314	211498	1.0	4.0		13	294	AVA	CFC
4088	2015	303	190356	3.0	0.0	Casa	31	294	PON	CFC
4092	2016	303	201606	2.0	0.0	Casa	38	294	PON	CFC
4096	2017	303	211547	4.0	0.0		15	294	PON	CFC
4100	2015	317	190353	3.0	1.0	Casa	30	294	JEC	CFC
4102	2016	327	201367	2.0	1.0	Casa	9	294	AME	CFC
4104	2016	344	201502	0.0	1.0	Visitante	16	294	SCZ	CFC
4106	2017	373	211527	1.0	0.0		20	294	ACG	CFC
4108	2014	262	180225	1.0	1.0	Empate	36	288	FLA	CRI
4110	2014	266	180246	4.0	2.0	Casa	29	288	FLU	CRI
4112	2014	276	180067	1.0	1.0	Empate	13	288	SAO	CRI
4114	2014	277	180020	2.0	0.0	Casa	9	288	SAN	CRI
4116	2014	293	180047	2.0	0.0	Casa	11	288	CAP	CRI
4118	2014	282	179983	0.0	0.0	Empate	7	288	CAM	CRI
4120	2014	265	180120	0.0	0.0	Empate	16	288	BAH	CRI
4121	2014	285	179987	3.0	0.0	Casa	24	288	INT	CRI
4123	2014	315	180011	1.0	1.0	Empate	25	288	CHA	CRI
4125	2014	263	179909	6.0	0.0	Casa	4	288	BOT	CRI
4128	2014	292	180137	2.0	0.0	Casa	18	288	SPT	CRI
4129	2014	264	180148	2.0	1.0	Casa	38	288	COR	CRI
4131	2014	275	179900	1.0	0.0	Casa	20	288	PAL	CRI
4133	2014	294	180076	1.0	0.0	Casa	27	288	CFC	CRI
4135	2014	283	180218	3.0	1.0	Casa	33	288	CRU	CRI
4137	2014	287	180159	3.0	1.0	Casa	31	288	VIT	CRI
4139	2014	284	180107	2.0	0.0	Casa	15	288	GRE	CRI
4141	2014	316	179955	1.0	1.0	Empate	22	288	FIG	CRI
4143	2014	290	179891	1.0	0.0	Casa	2	288	GOI	CRI
4144	2014	262	180226	2.0	0.0	Casa	30	285	FLA	INT
4148	2015	262	190357	0.0	1.0	Visitante	31	285	FLA	INT
4152	2016	262	201405	1.0	0.0	Casa	12	285	FLA	INT
4156	2014	266	180015	1.0	1.0	Empate	9	285	FLU	INT
4160	2015	266	190416	1.0	1.0	Empate	37	285	FLU	INT
4164	2016	266	201599	1.0	1.0	Empate	38	285	FLU	INT
4168	2014	276	180193	1.0	1.0	Empate	35	285	SAO	INT
4172	2015	276	190274	2.0	0.0	Casa	23	285	SAO	INT
4176	2016	276	201238	1.0	2.0	Visitante	2	285	SAO	INT
4180	2014	277	180199	1.0	2.0	Visitante	32	285	SAN	INT
4184	2015	277	190325	3.0	1.0	Casa	28	285	SAN	INT
4188	2016	277	201259	0.0	1.0	Visitante	4	285	SAN	INT
4192	2014	293	179967	0.0	1.0	Visitante	23	285	CAP	INT
4196	2015	293	190060	3.0	0.0	Casa	1	285	CAP	INT
4200	2016	293	201353	2.0	1.0	Casa	24	285	CAP	INT
4204	2014	282	180130	1.0	0.0	Casa	17	285	CAM	INT
4208	2015	282	190349	2.0	1.0	Casa	30	285	CAM	INT
4212	2016	282	201420	3.0	1.0	Casa	27	285	CAM	INT
4216	2014	265	180060	0.0	1.0	Visitante	12	285	BAH	INT
4218	2014	288	179943	0.0	0.0	Empate	5	285	CRI	INT
4220	2014	315	180087	5.0	0.0	Casa	27	285	CHA	INT
4224	2015	315	190403	1.0	0.0	Casa	35	285	CHA	INT
4228	2016	315	201283	1.0	0.0	Casa	20	285	CHA	INT
4232	2014	263	179882	2.0	2.0	Empate	2	285	BOT	INT
4236	2016	263	201470	1.0	0.0	Casa	30	285	BOT	INT
4242	2014	292	179940	0.0	0.0	Empate	22	285	SPT	INT
4246	2015	292	190152	3.0	0.0	Casa	10	285	SPT	INT
4250	2016	292	201321	1.0	1.0	Empate	22	285	SPT	INT
4252	2014	264	180034	2.0	1.0	Casa	10	285	COR	INT
4256	2015	264	190113	2.0	1.0	Casa	7	285	COR	INT
4260	2016	264	201579	1.0	0.0	Casa	36	285	COR	INT
4264	2014	275	180139	0.0	1.0	Visitante	18	285	PAL	INT
4268	2015	275	190094	1.0	1.0	Empate	5	285	PAL	INT
4272	2016	275	201559	1.0	0.0	Casa	34	285	PAL	INT
4276	2014	294	179952	1.0	1.0	Empate	6	285	CFC	INT
4280	2015	294	190301	0.0	1.0	Visitante	25	285	CFC	INT
4284	2016	294	201380	1.0	1.0	Empate	10	285	CFC	INT
4288	2014	283	180024	2.0	1.0	Casa	26	285	CRU	INT
4292	2015	283	190243	0.0	0.0	Empate	19	285	CRU	INT
4296	2016	283	201531	4.0	2.0	Casa	18	285	CRU	INT
4300	2014	287	179907	2.0	0.0	Casa	20	285	VIT	INT
4304	2016	287	201295	1.0	0.0	Casa	6	285	VIT	INT
4308	2014	284	180222	4.0	1.0	Casa	33	285	GRE	INT
4312	2015	284	190216	5.0	0.0	Casa	17	285	GRE	INT
4316	2016	284	201521	0.0	0.0	Empate	32	285	GRE	INT
4320	2014	316	180160	1.0	2.0	Visitante	38	285	FIG	INT
4324	2015	316	190129	0.0	0.0	Empate	8	285	FIG	INT
4328	2016	316	201366	3.0	2.0	Casa	9	285	FIG	INT
4332	2014	290	180110	0.0	1.0	Visitante	15	285	GOI	INT
4334	2015	290	190382	2.0	1.0	Casa	33	285	GOI	INT
4336	2015	267	190076	1.0	1.0	Empate	3	285	VAS	INT
